phase,n,method,status,resource_type,content_type,bytes,body_file,url,post_data
A_search,87,GET,404,document,text/html,880684,087_www_root_c5328c.txt,https://www.bayut.eg/ar/%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/,
A_search,87,GET,200,script,text/javascript,208880,087_www_main.messages.b614a2b5e0aec0d045c61749c4688b23476d8b7e.js_75d305.txt,https://www.bayut.eg/assets/locale/ar/main.messages.b614a2b5e0aec0d045c61749c4688b23476d8b7e.js,
A_search,89,GET,200,script,text/javascript,16591,089_www_534.f342e653df720e4d.js_499db7.txt,https://www.bayut.eg/assets/534.f342e653df720e4d.js,
A_search,89,GET,200,script,text/javascript,16895,089_www_390.cd09de289729c53e.js_4fb225.txt,https://www.bayut.eg/assets/390.cd09de289729c53e.js,
A_search,89,GET,200,script,text/javascript,14879,089_www_329.2722ebebfd2e9f0a.js_4d9a7f.txt,https://www.bayut.eg/assets/329.2722ebebfd2e9f0a.js,
A_search,89,GET,200,script,text/javascript,38775,089_www_3675.ebca8567a5614063.js_3ce9f9.txt,https://www.bayut.eg/assets/3675.ebca8567a5614063.js,
A_search,89,GET,200,script,text/javascript,3496,089_www_6437.26894b0afc8c0667.js_dd2248.txt,https://www.bayut.eg/assets/6437.26894b0afc8c0667.js,
A_search,89,GET,200,script,text/javascript,9594,089_www_8698.1ca249419bd90b50.js_635b06.txt,https://www.bayut.eg/assets/8698.1ca249419bd90b50.js,
A_search,89,GET,200,script,text/javascript,11377,089_www_2069.932bbbd93ebabd13.js_010bd9.txt,https://www.bayut.eg/assets/2069.932bbbd93ebabd13.js,
A_search,89,GET,200,script,text/javascript,7308,089_www_8634.5e0a704ba81a47bd.js_49a7d3.txt,https://www.bayut.eg/assets/8634.5e0a704ba81a47bd.js,
A_search,89,GET,200,script,text/javascript,54707,089_www_9052.5013986f8d85a59d.js_6f2a8e.txt,https://www.bayut.eg/assets/9052.5013986f8d85a59d.js,
A_search,89,GET,200,script,text/javascript,3668,089_www_5026.6a80b2304baf0929.js_ebbb0d.txt,https://www.bayut.eg/assets/5026.6a80b2304baf0929.js,
A_search,89,GET,200,script,text/javascript,10554,089_www_4804.016d4fa268d58506.js_55c485.txt,https://www.bayut.eg/assets/4804.016d4fa268d58506.js,
A_search,89,GET,200,script,text/javascript,38146,089_www_301.f8ebaaac5b64ace0.js_648302.txt,https://www.bayut.eg/assets/301.f8ebaaac5b64ace0.js,
A_search,89,GET,200,script,text/javascript,11274,089_www_2326.9d7a9f9b8c0a9147.js_f4c3ef.txt,https://www.bayut.eg/assets/2326.9d7a9f9b8c0a9147.js,
A_search,89,GET,200,script,text/javascript,35236,089_www_8632.d705f909a758e3f0.js_7a225f.txt,https://www.bayut.eg/assets/8632.d705f909a758e3f0.js,
A_search,89,GET,200,script,text/javascript,18525,089_www_3855.a4f4d2be2379dcfd.js_82c070.txt,https://www.bayut.eg/assets/3855.a4f4d2be2379dcfd.js,
A_search,89,GET,200,script,text/javascript,13982,089_www_1931.e3a0c0fe60fb4b86.js_f5ed9a.txt,https://www.bayut.eg/assets/1931.e3a0c0fe60fb4b86.js,
A_search,89,GET,200,script,text/javascript,148699,089_www_framework.0d42a846a6278137.js_e0e1fc.txt,https://www.bayut.eg/assets/framework.0d42a846a6278137.js,
A_search,89,GET,200,script,text/javascript,85187,089_www_4938.bb44bf2427dccaf0.js_108625.txt,https://www.bayut.eg/assets/4938.bb44bf2427dccaf0.js,
A_search,89,GET,200,script,text/javascript,471913,,https://www.bayut.eg/assets/8382.acc5c1f2d3526bd4.js,
A_search,89,GET,200,script,text/javascript,114911,089_www_featured.b42466d34c27c083.js_13c29e.txt,https://www.bayut.eg/assets/featured.b42466d34c27c083.js,
A_search,89,GET,200,script,text/javascript,2373480,,https://www.bayut.eg/assets/main.desktop.ab48ac7620d442c2.js,
A_search,92,GET,200,xhr,image/svg+xml,0,,https://www.bayut.eg/assets/iconLanguageSwitcher_noinline.16adc0c82dca4bab.svg,
A_search,94,GET,200,script,text/javascript,6993,094_www_date-fns-ar.ea9f3ab228707b9c.js_88f2a6.txt,https://www.bayut.eg/assets/date-fns-ar.ea9f3ab228707b9c.js,
A_search,94,GET,200,script,text/javascript,307108,094_www_8936.ef41244b9a7ebab6.js_b03824.txt,https://www.bayut.eg/assets/8936.ef41244b9a7ebab6.js,
A_search,94,GET,200,script,application/javascript,386769,094_cdn_moe_webSdk.min.latest.js_bef0be.txt,https://cdn.moengage.com/release/dc_1/versions/2/moe_webSdk.min.latest.js,
A_search,94,GET,200,script,application/javascript,665338,,https://www.bayut.eg/metrics/?id=GTM-5C6LD95&l=dataLayer,
A_search,100,POST,200,fetch,application/json,44359,100_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-ads-ar"",""params"":""page=0&hitsPerPage=9&query=&optionalWords=&facets=%5B%5D&maxValuesPerFacet=100&attributesToHighlight=%5B%5D&attributesToRetrieve=%5B%22*%22%5D&filters=purpose%3A%22for-sale%22&numericFilters=""}]}"
A_search,100,GET,200,script,application/javascript,484644,,https://www.bayut.eg/metrics/SI2S9LRV5pck8Ts8wyXCXvsqDF_yTXZFcYYgCFmUKzgq7JC26AC_X1U,
A_search,100,GET,200,script,application/javascript,5043,100_s_core.js_db1f1e.txt,https://s.pinimg.com/ct/core.js,
A_search,100,GET,200,script,application/javascript,596081,,https://www.bayut.eg/metrics/SI3K6bRXyN5S9zhIqie2PIdLEwq_QCdFdYpwVkuWaW196F9V,
A_search,100,GET,200,script,application/javascript,4910,100_tags_bvcCsOvOmDY5XLuGvxDt.js_cb10ce.txt,https://tags.creativecdn.com/bvcCsOvOmDY5XLuGvxDt.js,
A_search,101,GET,200,script,application/javascript,56861,101_snap_insight.min.js_8b6988.txt,https://snap.licdn.com/li.lms-analytics/insight.min.js,
A_search,105,GET,200,script,application/javascript,386769,105_cdn_moe_webSdk.min.latest.js_3cde52.txt,https://cdn.moengage.com/release/dc_1/moe_webSdk.min.latest.js,
A_search,105,GET,200,script,application/javascript,59319,105_sc-static_scevent.min.js_7a9fc2.txt,https://sc-static.net/scevent.min.js,
A_search,105,GET,200,script,text/javascript,37929,105_www_1171.28d00995089cd707.js_3a6033.txt,https://www.bayut.eg/assets/1171.28d00995089cd707.js,
A_search,105,GET,200,script,text/javascript,5652,105_www_imageSlideShowMinimalist.4174185a79d20d12.js_5c2f4e.txt,https://www.bayut.eg/assets/imageSlideShowMinimalist.4174185a79d20d12.js,
A_search,105,GET,200,script,application/javascript,8975,105_analytics_events.js_5689ff.txt,https://analytics.tiktok.com/i18n/pixel/events.js?sdkid=CJ923JJC77U6MVP8AB9G&lib=ttq,
A_search,106,GET,200,script,application/javascript,138912,106_s_main.e47a302d.js_0c6a2a.txt,https://s.pinimg.com/ct/lib/main.e47a302d.js,
A_search,107,GET,200,script,application/javascript,53632,107_snap_insight.old.min.js_46616b.txt,https://snap.licdn.com/li.lms-analytics/insight.old.min.js,
A_search,108,POST,200,fetch,application/json,2,108_ams_v2_882f74.json,https://ams.creativecdn.com/tags/v2?type=json,"{""v"":""v0.2.1"",""sr"":"""",""su"":""https://www.bayut.eg/ar/%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/"",""th"":""bvcCsOvOmDY5XLuGvxDt"",""tags"":[{""eventType"":""uid"",""id"":""1513591719.1787411506"",""expiryDate"":""2027-08-22T15:32:54.748Z""},{""eventType"":""lid"",""id"":""RXzMzsTREv8NP2VSBwGN"",""expiryDate"":""2027-08-22T15:32:59.258Z""}]}"
A_search,109,GET,200,script,application/javascript,497435,,https://analytics.tiktok.com/i18n/pixel/static/main.MTgxMDg1OGQ1MQ.js,
A_search,110,GET,200,script,application/javascript,155566,110_analytics_identify_ea043f1c.js_43aa89.txt,https://analytics.tiktok.com/i18n/pixel/static/identify_ea043f1c.js,
A_search,112,GET,200,xhr,application/json,398,112_ct_root_2f1e8b.json,https://ct.pinterest.com/user/?tid=2613155939643&pd=%7B%22np%22%3A%22gtm%22%2C%22gtm_version%22%3A%22legacy%22%2C%22pin_unauth%22%3A%22dWlkPVpXTXdNbVkwWTJRdE9UTmxNeTAwTkdZNUxXRTRZelF0WVRGa1pHTXhNbUk1WTJFMQ%22%7D&cb=1787412779401&dep=2%2CPAGE_LOAD,
A_search,112,GET,200,script,application/javascript,208,112_tr_7f73296d-ab4a-4807-85d0-3010ef7124b5.js_088fb2.txt,https://tr.snapchat.com/config/eg/7f73296d-ab4a-4807-85d0-3010ef7124b5.js?v=3.60.0-2608111919,
A_search,113,GET,200,document,text/html,565,113_ct_ct.html_9806b3.txt,https://ct.pinterest.com/ct.html,
A_search,115,GET,200,xhr,application/json,2,115_px_attribution_trigger_b4cdcc.json,https://px.ads.linkedin.com/attribution_trigger?pid=5908977&time=1787412779418&url=https%3A%2F%2Fwww.bayut.eg%2Far%2F%25D9%2585%25D8%25AD%25D8%25A7%25D9%2581%25D8%25B8%25D8%25A9-%25D8%25A7%25D9%2584%25D9%2582%25D8%25A7%25D9%2587%25D8%25B1%25D8%25A9%2F%25D8%25B9%25D9%2582%25D8%25A7%25D8%25B1%25D8%25A7%25D8%25AA-%25D9%2584%25D9%2584%25D8%25A8%25D9%258A%25D8%25B9%2F,
A_search,115,GET,200,script,application/javascript,4193,115_ct_token_create.js_2d22cc.txt,https://ct.pinterest.com/static/ct/token_create.js,
A_search,116,POST,204,fetch,,0,,https://px.ads.linkedin.com/wa/?medium=fetch&fmt=g,H4sIAAAAAAAAClVPW0vDMBT+K+NA31J7Wdtc3irTURARN/YiImmbbcE0jU2KjLn/Lk1xzJfDdzsf55zByNYCe8tpTCjG7whsM0jjdmKwstfAljFB4GQngCWY4CxJMaZFViBo+45LDQxqfhrdnTgAgnFQwODonLEsiv6MiA9RsKIByYMVCcqVn9gryYTviVdoeGNkfqY3CvbRZI5GntD/oavtcVmGN02Zl4jH5bwcAQLDD2IrnRLA4Ll3i30/6nbxs/CnA4JvUVvpxEYeNFev4msU1lUtMEgTmsXpUoRt3tRhUfM6bEhehILvSUpzXiRJDAik3Q5cW8WdaIHtubICgZKPfG6Biawl124mnbQNsDMYW28cdwJYmF2mliepP0Vb6dKYa81RdMD0qBQC6+/bnsz0x0u5fvjYVZtqC5dfYF4pXOEBAAA=
A_search,117,POST,200,ping,,0,,https://analytics.tiktok.com/api/v2/pixel,"{""event"":""Pageview"",""event_id"":"""",""message_id"":""messageId-1787412779636-5104668354060-CJ923JJC77U6MVP8AB9G"",""is_onsite"":false,""timestamp"":""2026-08-22T15:32:59.636Z"",""context"":{""ad"":{""sdk_env"":""external"",""jsb_status"":2},""device"":{""platform"":""pc""},""user"":{""anonymous_id"":""01M0N0FV89SBHQATGHAT1ETJ5T_.tt.1""},""pixel"":{""code"":""CJ923JJC77U6MVP8AB9G"",""runtime"":""1""},""page"":{""url"":""https://www.bayut.eg/ar/%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/"",""referrer"":"""",""load_progress"":""1""},""library"":{""name"":""pixel.js"",""version"":""2.2.1""},""session_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d::d3kbsKdedMjMg3s832FE-CJ923JJC77U6MVP8AB9G"",""pageview_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d-sR4LD.1.0::c1a06a4f-9e3e-11f1-a94d-2eefbdba528d-CJ923JJC77U6MVP8AB9G"",""variation_id"":""traffic_1,traffic_4::default"",""csid"":""1787411557647::EyUS07Bt3-2kyLGTC0P8"",""page_csid"":""1787411557648::G5pmGJ5pMpxIdXtiXYIk"",""csct"":1,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36""},""_inspection"":{""ppf"":[{""id"":7,""d"":23800,""f"":[{""id"":19,""d"":0},{""id"":1,""d"":700},{""id"":19,""d"":100},{""id"":2,""d"":9300},{""id"":18,""d"":0},{""id"":15,""d"":2400},{""id"":7,""d"":100},{""id"":6,""d"":2500},{""id"":8,""d"":100},{""id"":9,""d"":0},{""id"":11,""d"":300},{""id"":4,""d"":5100},{""id"":22,""d"":2300},{""id"":3,""d"":8000},{""id"":19,""d"":0},{""id"":16,""d"":0},{""id"":17,""d"":0}]}],""vids"":""76627535,76869011"",""inter_id"":""1.1219263.1221986::1219236.1.1270.176::106768.6.436""},""properties"":{},""signal_diagnostic_labels"":{""raw_email"":{""label"":""missing""},""raw_auto_email"":{""label"":""missing""},""raw_phone"":{""label"":""missing""},""raw_auto_phone"":{""label"":""missing""},""hashed_email"":{""label"":""missing""},""hashed_phone"":{""label"":""missing""},""raw_eb_email"":{""label"":""missing""},""raw_eb_phone"":{""label"":""missing""},""hashed_eb_email"":{""label"":""missing""},""hashed_eb_phone"":{""label"":""missing""}}}"
A_search,118,GET,200,other,image/png,0,,https://www.bayut.eg/assets/favicon-32x32.199e55d52c6c29b4.png,
A_search,119,GET,200,script,text/javascript,28653,119_www_keycloakAuthDialog.d8bee0018fdf17cb.js_bd52a1.txt,https://www.bayut.eg/assets/keycloakAuthDialog.d8bee0018fdf17cb.js,
A_search,120,GET,200,script,text/javascript,41864,120_www_phoneValidationDialog.253f6648d29f0306.js_ef5dc2.txt,https://www.bayut.eg/assets/phoneValidationDialog.253f6648d29f0306.js,
A_search,121,GET,200,script,text/javascript,571,121_www_notificationsApprovalDialog.3e304bd430c17e08.js_d21850.txt,https://www.bayut.eg/assets/notificationsApprovalDialog.3e304bd430c17e08.js,
A_search,122,POST,200,ping,,0,,https://tr6.snapchat.com/p,"{""ctx"":{""bt"":""1d53c387"",""c1"":""68332c25-50d9-4da7-9bdf-4a72ea74c994"",""lc"":""99ca57fc-72ae-4c27-92af-0d3297666209"",""ls"":""fd4b6e0e-e424-480d-82ff-c6326a9fd45e"",""r"":""9b5a3c91-f34e-47de-9888-2d6c86efad50"",""si"":""wg9oMywlUNmvpyXfSnLqdMmUJMtTao5ABWr3v_XK_UtuDuQkAA08_8Yyap_UXrnTlUMSm4Eqd9pyt-KyrpHVjLu0Kus5ONvZaUquStXpl130IOgYR_eZylf8cq4uJ_yvDTKXZmIJVVKORFZ-s0-bWjyR807Q3tuILWyG761QV-Jj6dlz"",""ss"":""e2b2ae91-d58c-4cb4-84eb-3938dbd9694a"",""bg"":false,""df"":true,""mtp"":0,""sh"":900,""sw"":1440,""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"",""url"":""https://www.bayut.eg/ar/%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/"",""v"":""3.60.0-2608111919"",""a"":[5,7,9,9,0],""p"":[877,1130,860,2784,2457],""pv"":2,""rd"":3068,""sa"":1787412779366,""sps"":611,""ts"":1787412779979,""d_a"":""x86"",""d_bvs"":""[,{\""brand\"":\""Not=A?Brand\"",\""version\"":\""99.0.0.0\""}{\""brand\"":\""Google Chrome\"",\""version\"":\""151.0.7922.173\""}{\""brand\"":\""Chromium\"",\""version\"":\""151.0.7922.173\""}]"",""d_ot"":""Windows"",""d_os"":""10.0.0"",""huah"":true},""req"":[{""i"":{""pids"":[""7f73296d-ab4a-4807-85d0-3010ef7124b5""]},""del"":296}],""u_scsid"":""e2b2ae91-d58c-4cb4-84eb-3938dbd9694a""}"
A_search,123,POST,200,ping,,0,,https://tr.snapchat.com/p,"{""ctx"":{""bt"":""1d53c387"",""c1"":""68332c25-50d9-4da7-9bdf-4a72ea74c994"",""lc"":""99ca57fc-72ae-4c27-92af-0d3297666209"",""ls"":""fd4b6e0e-e424-480d-82ff-c6326a9fd45e"",""r"":""afccd1b5-214e-4221-9d6f-15ffe6ab11d5"",""si"":""wg9oMywlUNmvpyXfSnLqdMmUJMtTao5ABWr3v_XK_UtuDuQkAA08_8Yyap_UXrnTlUMSm4Eqd9pyt-KyrpHVjLu0Kus5ONvZaUquStXpl130IOgYR_eZylf8cq4uJ_yvDTKXZmIJVVKORFZ-EsSvzNG1IU4uIbdvFf_mqxHVa1QIDQg3"",""ss"":""e2b2ae91-d58c-4cb4-84eb-3938dbd9694a"",""bg"":false,""df"":true,""mtp"":0,""sh"":900,""sw"":1440,""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"",""url"":""https://www.bayut.eg/ar/%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/"",""v"":""3.60.0-2608111919"",""a"":[5,7,9,9,0],""p"":[877,1130,860,2784,2457],""pv"":2,""rd"":3265,""sa"":1787412779366,""sps"":808,""ts"":1787412780175,""d_a"":""x86"",""d_bvs"":""[,{\""brand\"":\""Not=A?Brand\"",\""version\"":\""99.0.0.0\""}{\""brand\"":\""Google Chrome\"",\""version\"":\""151.0.7922.173\""}{\""brand\"":\""Chromium\"",\""version\"":\""151.0.7922.173\""}]"",""d_ot"":""Windows"",""d_os"":""10.0.0"",""huah"":true},""req"":[{""log"":{""name"":""TPFA"",""message"":""event_type"",""pids"":[""7f73296d-ab4a-4807-85d0-3010ef7124b5""],""stack"":""    at Nt (https://sc-static.net/scevent.min.js:2:6415)\n    at pa (https://sc-static.net/scevent.min.js:2:35167)\n    at ka (https://sc-static.net/scevent.min.js:2:37879)\n    at https://sc-static.net/scevent.min.js:2:39341\n    at https://sc-static.net/scevent.min.js:2:4817\n    at y (https://sc-static.net/scevent.min.js:2:2806)\n    at s (https://sc-static.net/scevent.min.js:2:4794)\n    at y (https://sc-static.net/scevent.min.js:2:2806)\n    at c.send (https://sc-static.net/scevent.min.js:2:5102)\n    at y (https://sc-static.net/scevent.min.js:2:2806)\n    at https://sc-static.net/scevent.min.js:2:17696\n    at o (https://www.bayut.eg/assets/8936.ef41244b9a7ebab6.js:2:4883)""},""del"":493},{""md"":{""md"":[{""tagProtocol"":5,""tagData"":{""m"
A_search,124,POST,200,ping,,0,,https://analytics.tiktok.com/api/v2/pixel/act,"{""event_id"":"""",""message_id"":""messageId-1787412779982-5865137208731"",""is_onsite"":false,""timestamp"":""2026-08-22T15:32:59.982Z"",""context"":{""ad"":{""sdk_env"":""external"",""jsb_status"":2},""device"":{""platform"":""pc""},""user"":{""anonymous_id"":""01M0N0FV89SBHQATGHAT1ETJ5T_.tt.1""},""pixel"":{""code"":""CJ923JJC77U6MVP8AB9G"",""runtime"":""1"",""codes"":""CJ923JJC77U6MVP8AB9G""},""page"":{""url"":""https://www.bayut.eg/ar/%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/"",""referrer"":"""",""load_progress"":""2""},""library"":{""name"":""pixel.js"",""version"":""2.2.1""},""session_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d::d3kbsKdedMjMg3s832FE"",""pageview_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d-sR4LD.1.0::c1a06a4f-9e3e-11f1-a94d-2eefbdba528d"",""variation_id"":""traffic_1,traffic_4::default"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"",""index"":1,""sessions"":[{""csid"":""1787411557647::EyUS07Bt3-2kyLGTC0P8"",""page_csid"":""1787411557648::G5pmGJ5pMpxIdXtiXYIk"",""csct"":1,""pixel_code"":""CJ923JJC77U6MVP8AB9G""}]},""_inspection"":{""ppf"":[{""id"":6,""d"":4600,""f"":[{""id"":25,""d"":100}]}],""vids"":""76627535,76869011"",""inter_id"":""1.1219263.1221986::1219236.1.1270.176::106768.6.436""},""properties"":{},""signal_diagnostic_labels"":{""raw_email"":{""label"":""missing""},""raw_auto_email"":{""label"":""missing""},""raw_phone"":{""label"":""missing""},""raw_auto_phone"":{""label"":""missing""},""hashed_email"":{""label"":""missing""},""hashed_phone"":{""label"":""missing""},""raw_eb_email"":{""label"":""missing""},""raw_eb_phone"":{""label"":""missing""},""hashed_eb_email"":{""label"":""missing""},""hashed_eb_phone"":{""label"":""missing""}},""action"":""Metadata"",""auto_collected_properties"":{""page_trigger"":""PageView"",""content_data"":{""open_graph"":""{}"",""microdata"":""[]"",""json_ld"":""[]"",""meta"":""{\""title\"":\""Not found | bayut\""}""}}}"
A_search,125,GET,200,script,text/javascript,13510,125_www_searchHistorySearchBoxHits.076343a144aa89f5.js_3513e8.txt,https://www.bayut.eg/assets/searchHistorySearchBoxHits.076343a144aa89f5.js,
A_search,126,POST,200,fetch,application/json,25256,126_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-locations-ar"",""params"":""page=0&hitsPerPage=20&query=c&optionalWords=&facets=%5B%5D&maxValuesPerFacet=100&attributesToHighlight=%5B%22name%22%2C%22name%22%5D&attributesToRetrieve=%5B%22*%22%5D&filters=&numericFilters=level%3C%3D9""}]}"
A_search,127,POST,200,fetch,application/json,20813,127_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-locations-ar"",""params"":""page=0&hitsPerPage=20&query=&optionalWords=&facets=%5B%5D&maxValuesPerFacet=100&attributesToHighlight=%5B%22name%22%2C%22name%22%5D&attributesToRetrieve=%5B%22*%22%5D&filters=&numericFilters=level%3C%3D9""}]}"
A_search,128,POST,200,fetch,application/json,26283,128_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-locations-ar"",""params"":""page=0&hitsPerPage=20&query=ca&optionalWords=&facets=%5B%5D&maxValuesPerFacet=100&attributesToHighlight=%5B%22name%22%2C%22name%22%5D&attributesToRetrieve=%5B%22*%22%5D&filters=&numericFilters=level%3C%3D9""}]}"
A_search,129,POST,200,fetch,application/json,26685,129_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-locations-ar"",""params"":""page=0&hitsPerPage=20&query=cai&optionalWords=&facets=%5B%5D&maxValuesPerFacet=100&attributesToHighlight=%5B%22name%22%2C%22name%22%5D&attributesToRetrieve=%5B%22*%22%5D&filters=&numericFilters=level%3C%3D9""}]}"
A_search,130,POST,200,fetch,application/json,26687,130_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-locations-ar"",""params"":""page=0&hitsPerPage=20&query=cair&optionalWords=&facets=%5B%5D&maxValuesPerFacet=100&attributesToHighlight=%5B%22name%22%2C%22name%22%5D&attributesToRetrieve=%5B%22*%22%5D&filters=&numericFilters=level%3C%3D9""}]}"
A_search,131,POST,200,fetch,application/json,28008,131_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-locations-ar"",""params"":""page=0&hitsPerPage=20&query=cairo&optionalWords=&facets=%5B%5D&maxValuesPerFacet=100&attributesToHighlight=%5B%22name%22%2C%22name%22%5D&attributesToRetrieve=%5B%22*%22%5D&filters=&numericFilters=level%3C%3D9""}]}"
B_click,132,GET,200,script,text/javascript,28568,132_www_tooltip.3a5912a2da3d1c06.js_7f99e3.txt,https://www.bayut.eg/assets/tooltip.3a5912a2da3d1c06.js,
